Date,Tech_Close,Tech_Signal,FMCG_Close,FMCG_Signal,Banking_Close,Banking_Signal,Equity Curve,Returns,Drawdowns,Cumulative Return,Rolling Sharpe,Rolling Sortino,Rolling Volatility,Market Exposure
2024-01-01,1512.3936767578125,0,5251.4462890625,0,1907.059814453125,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-02,1495.869384765625,0,5220.89453125,0,1863.0081787109375,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-03,1452.5843505859375,0,5186.29443359375,0,1863.857177734375,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-04,1474.7142333984375,0,5292.4130859375,0,1861.5596923828125,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-05,1494.0657958984375,0,5204.6064453125,0,1845.5771484375,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-08,1484.5606689453125,0,5110.8271484375,0,1824.1007080078125,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-09,1490.8974609375,0,5056.5830078125,0,1824.650146484375,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-10,1481.7333984375,0,5021.29248046875,0,1818.806640625,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-11,1456.6787109375,0,5070.69970703125,0,1820.854248046875,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-12,1572.2518310546875,0,5084.91455078125,0,1831.242919921875,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-15,1610.61376953125,0,5110.8271484375,0,1849.472900390625,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-16,1590.579833984375,0,5064.677734375,0,1845.976806640625,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-17,1599.012451171875,0,4996.6630859375,0,1777.70166015625,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-18,1601.352294921875,0,4950.7109375,0,1775.30419921875,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-19,1617.535400390625,0,5072.6240234375,0,1762.368408203125,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-23,1600.9136962890625,0,4983.23779296875,0,1782.5462646484375,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-24,1633.32861328125,0,5076.17822265625,0,1786.6417236328125,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-25,1627.186767578125,0,5075.83251953125,0,1766.4639892578125,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-29,1615.000732421875,0,5070.896484375,0,1820.904296875,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-30,1609.97998046875,0,5026.32666015625,0,1821.603515625,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-31,1619.1927490234375,0,5131.6064453125,0,1823.251708984375,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-02-01,1615.439453125,0,5082.4462890625,0,1820.75439453125,0,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-02-02,1650.827880859375,1,5082.693359375,1,1820.9541015625,1,1000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2024-02-05,1644.832275390625,0,5058.65625,-1,1806.3701171875,-1,996368.1219960806,-0.0036318780039193976,-0.0036318780039193807,0.9963681219960806,0.0,0.0,0.0,1.0
2024-02-06,1686.021240234375,0,4942.71484375,0,1785.0435791015625,0,1021318.6121842571,0.025041437634708563,0.0,1.0213186121842572,0.0,0.0,0.0,1.0
2024-02-07,1651.2178955078125,0,5013.00048828125,0,1790.637451171875,0,1000236.2539747235,-0.02064229316691446,-0.020642293166914426,1.0002362539747236,0.0,0.0,0.0,1.0
2024-02-08,1649.6092529296875,0,4812.90478515625,0,1727.8062744140625,0,999261.8080032347,-0.0009742158091317066,-0.02159639892770618,0.9992618080032347,0.0,0.0,0.0,1.0
2024-02-09,1627.4305419921875,-1,4907.6220703125,0,1740.542236328125,0,985826.9059188608,-0.013444826948024846,-0.03475086602944746,0.9858269059188608,0.0,0.0,0.0,0.0
2024-02-12,1637.91064453125,0,4906.3388671875,0,1707.6783447265625,0,985826.9059188608,0.0,-0.03475086602944746,0.9858269059188608,0.0,0.0,0.0,0.0
2024-02-13,1642.2489013671875,1,4917.59228515625,0,1735.2481689453125,0,985826.9059188608,0.0,-0.03475086602944746,0.9858269059188608,0.0,0.0,0.0,1.0
2024-02-14,1624.359619140625,-1,4946.2685546875,1,1747.03515625,0,975088.1343892593,-0.010893161329972312,-0.045265480569404694,0.9750881343892592,0.0,0.0,0.0,0.0
2024-02-15,1634.254638671875,0,4886.94091796875,-1,1737.3458251953125,0,975088.1343892593,0.0,-0.045265480569404694,0.9750881343892592,0.0,0.0,0.0,0.0
2024-02-16,1658.91943359375,1,4850.56494140625,0,1733.3502197265625,0,975088.1343892593,0.0,-0.045265480569404694,0.9750881343892592,0.0,0.0,0.0,1.0
2024-02-19,1657.067138671875,0,4861.96630859375,0,1729.5045166015625,0,973999.3830230781,-0.0011165671366344387,-0.04633150575801132,0.973999383023078,0.0,0.0,0.0,1.0
2024-02-20,1642.9312744140625,-1,4857.9189453125,0,1760.5704345703125,1,965690.5325581279,-0.008530652698322427,-0.05446692047172183,0.9656905325581278,0.0,0.0,0.0,0.0
2024-02-21,1613.9771728515625,0,4859.7451171875,0,1744.1883544921875,-1,965690.5325581279,0.0,-0.05446692047172183,0.9656905325581278,0.0,0.0,0.0,0.0
2024-02-22,1639.129150390625,1,4893.25927734375,1,1722.8616943359375,0,965690.5325581279,0.0,-0.05446692047172183,0.9656905325581278,0.0,0.0,0.0,1.0
2024-02-23,1634.7421875,-1,4872.923828125,-1,1722.112548828125,0,963105.959811587,-0.0026763985556473857,-0.056997543840088094,0.9631059598115869,0.0,0.0,0.0,0.0
2024-02-26,1618.461669921875,0,4838.916015625,0,1704.4320068359375,0,963105.959811587,0.0,-0.056997543840088094,0.9631059598115869,0.0,0.0,0.0,0.0
2024-02-27,1621.8248291015625,0,4841.3349609375,0,1704.8814697265625,0,963105.959811587,0.0,-0.056997543840088094,0.9631059598115869,0.0,0.0,0.0,0.0
2024-02-28,1629.2828369140625,0,4824.9970703125,0,1681.7567138671875,0,963105.959811587,0.0,-0.056997543840088094,0.9631059598115869,0.0,0.0,0.0,0.0
2024-02-29,1631.8663330078125,1,4901.40283203125,1,1687.600341796875,0,963105.959811587,0.0,-0.056997543840088094,0.9631059598115869,0.0,0.0,0.0,1.0
2024-03-01,1613.1483154296875,-1,4864.384765625,-1,1725.8084716796875,1,952058.833021415,-0.011470312978161923,-0.06781407715141771,0.9520588330214149,0.0,0.0,0.0,0.0
2024-03-04,1596.0877685546875,0,4776.7255859375,0,1725.3089599609375,0,952058.833021415,0.0,-0.06781407715141771,0.9520588330214149,0.0,0.0,0.0,0.0
2024-03-05,1566.1588134765625,0,4763.64599609375,0,1713.821533203125,-1,952058.833021415,0.0,-0.06781407715141771,0.9520588330214149,0.0,0.0,0.0,0.0
2024-03-06,1576.9312744140625,0,4818.0380859375,0,1757.8233642578125,1,952058.833021415,0.0,-0.06781407715141771,0.9520588330214149,0.0,0.0,0.0,1.0000000000000002
2024-03-07,1575.85888671875,0,4826.330078125,1,1746.13623046875,0,945728.937092834,-0.006648639463270101,-0.07401184526517361,0.9457289370928339,0.0,0.0,0.0,1.0
2024-03-11,1560.406982421875,0,4873.9599609375,0,1727.75634765625,-1,935774.1656764651,-0.010526030267160702,-0.08375882460894468,0.935774165676465,0.0,0.0,0.0,-9.236198263014864e-17
2024-03-12,1572.4468994140625,0,4806.5869140625,-1,1718.466552734375,0,935774.1656764651,0.0,-0.08375882460894468,0.935774165676465,0.0,0.0,0.0,0.0
2024-03-13,1570.9356689453125,0,4794.24755859375,0,1727.656494140625,1,935774.1656764651,0.0,-0.08375882460894468,0.935774165676465,0.0,0.0,0.0,1.0
2024-03-14,1611.7835693359375,1,4875.44091796875,1,1740.492431640625,0,942726.6696872306,0.007429681504126151,-0.07695144449482301,0.9427266696872305,0.0,0.0,0.0,1.0
2024-03-15,1592.96826171875,0,4910.28759765625,0,1736.39697265625,0,940508.3903434123,-0.002353046132188341,-0.07912342032817647,0.9405083903434122,0.0,0.0,0.0,1.0
2024-03-18,1562.4053955078125,-1,4916.0126953125,0,1735.997314453125,0,940291.9180163881,-0.00023016522685692653,-0.07933537409504385,0.9402919180163879,0.0,0.0,0.0,1.0
2024-03-19,1522.239990234375,0,4755.05810546875,-1,1747.7344970703125,0,946649.2884243606,0.006761060353877912,-0.07311070499361995,0.9466492884243604,0.0,0.0,0.0,1.0
2024-03-20,1515.9033203125,0,4741.18798828125,0,1763.46728515625,0,955170.8531536999,0.009001818132164718,-0.06476701613132206,0.9551708531536995,0.0,0.0,0.0,1.0
2024-03-21,1515.6595458984375,0,4744.939453125,0,1770.2098388671875,0,958822.9145413542,0.003823464017558953,-0.06119118646946586,0.9588229145413538,0.0,0.0,0.0,1.0
2024-03-22,1470.9608154296875,0,4802.490234375,1,1774.4552001953125,0,961122.3875374589,0.002398224908094493,-0.05893971178891838,0.9611223875374586,0.0,0.0,0.0,1.0
2024-03-26,1455.167724609375,0,4897.701171875,0,1751.780029296875,-1,948840.5252569531,-0.012778666317381115,-0.07096520719650627,0.9488405252569527,0.0,0.0,0.0,0.0
2024-03-27,1446.5887451171875,0,4856.9814453125,0,1773.656005859375,1,948840.5252569532,2.220446049250313e-16,-0.07096520719650616,0.948840525256953,0.0,0.0,0.0,0.4005480980386304
2024-03-28,1460.43212890625,0,4848.14599609375,0,1783.545166015625,0,950959.5592114452,0.002233287784496829,-0.06889040514236552,0.9509595592114448,-0.13967537469418886,-0.14085787519634532,0.09324816743005251,0.4018838634999864
2024-04-01,1457.8973388671875,0,4832.30224609375,-1,1788.739501953125,0,952072.593488238,0.0011704328181061374,-0.06780060391529057,0.9520725934882376,-0.13624699773541885,-0.13750886482197955,0.09332172833436285,0.4025830998460179
2024-04-02,1445.61376953125,0,4836.9912109375,1,1755.4759521484375,-1,944944.9314452161,-0.007486469090458137,-0.07477948588022247,0.9449449314452156,-0.15585954211840441,-0.16450740242542658,0.09428706545926921,0.9335683960292724
2024-04-03,1443.4691162109375,0,4772.48095703125,-1,1729.2547607421875,0,932577.7120444758,-0.013087767328224698,-0.08688855669632256,0.9325777120444754,-0.1863417087839089,-0.2038791390374498,0.09744590583304566,0.3973310028395827
2024-04-04,1449.3670654296875,0,4751.7509765625,0,1747.2349853515625,0,936430.4867851678,0.0041313176274024865,-0.08311620329481918,0.9364304867851674,-0.17411748756859566,-0.19160653489201607,0.09800964246793492,0.3998105759867891
2024-04-05,1441.9580078125,0,4751.20751953125,0,1783.195556640625,1,944136.0624235899,0.008228668061497801,-0.07557147088076632,0.9441360624235893,-0.14918076172436853,-0.1671622304664494,0.09979900625737921,0.4047090277970534
2024-04-08,1439.6181640625,0,4764.78076171875,0,1786.4420166015625,0,944831.7088465854,0.0007368073847426881,-0.07489034511384454,0.9448317088465849,-0.14716798888113763,-0.1649734504742258,0.09983931270719128,0.40514731964477313
2024-04-09,1457.3123779296875,1,4733.09375,0,1778.6505126953125,0,943162.1574313961,-0.0017670357583864371,-0.07652504695445692,0.9431621574313955,-0.15185707144785932,-0.1695917418072117,0.09983509121630012,0.9925185110183361
2024-04-10,1468.96240234375,0,4746.9140625,0,1823.950927734375,0,957305.668357388,0.014995842246799063,-0.06267676223971574,0.9573056683573874,-0.1066444560263305,-0.1252097954269743,0.10495752023504172,0.992629044701205
2024-04-12,1447.466064453125,-1,4690.6953125,0,1811.0650634765625,0,946358.1855478524,-0.011435723375920248,-0.07339573150056432,0.9463581855478519,-0.13265710399250463,-0.16153804346786174,0.10718420073170969,0.41006907184847124
2024-04-15,1431.282958984375,0,4700.71484375,0,1796.181396484375,0,943168.9363876127,-0.0033700233262032864,-0.07651840949956697,0.9431689363876122,-0.14084369188082455,-0.173531544777712,0.10728467725034971,0.4080742683253476
2024-04-16,1378.931396484375,0,4679.78759765625,0,1790.637451171875,-1,941980.9883542694,-0.0012595283702760973,-0.07768156076222993,0.9419809883542689,-0.14397182880817705,-0.1762981086013403,0.10726827628519311,0.0
2024-04-18,1383.6109619140625,0,4634.6748046875,0,1784.7938232421875,0,941980.9883542694,0.0,-0.07768156076222993,0.9419809883542689,-0.14397182880817705,-0.1762981086013403,0.10726827628519311,0.0
2024-04-19,1375.811767578125,0,4608.3173828125,0,1790.6873779296875,1,941980.9883542694,0.0,-0.07768156076222993,0.9419809883542689,-0.14397182880817705,-0.1762981086013403,0.10726827628519311,1.0
2024-04-22,1396.7718505859375,0,4692.2255859375,1,1807.9683837890625,0,951071.5639509938,0.009650487333726865,-0.06878073834670309,0.9510715639509933,-0.11781954123754156,-0.14715089156343655,0.10940741088381296,1.0
2024-04-23,1406.1796875,1,4736.15380859375,0,1811.0650634765625,0,952700.5548226559,0.001712795265263578,-0.06718575040442112,0.9527005548226555,-0.11356472430597465,-0.14197776262064649,0.10951611957374426,1.0
2024-04-24,1394.8221435546875,-1,4766.90380859375,0,1840.782470703125,0,968333.2291663864,0.016408801553223107,-0.05187938649678849,0.968333229166386,-0.07042824082659312,-0.09241851409107144,0.11495114756794605,1.0
2024-04-25,1402.3287353515625,0,4781.908203125,0,1640.6517333984375,-1,863055.5843636985,-0.10872047104416604,-0.15495950620354135,0.8630555843636981,-0.148557315906323,-0.1042330790972366,0.24812335737082256,0.0
2024-04-26,1394.3345947265625,0,4738.77001953125,0,1606.739013671875,0,863055.5843636985,0.0,-0.15495950620354135,0.8630555843636981,-0.148557315906323,-0.1042330790972366,0.24812335737082256,0.0
2024-04-29,1398.7216796875,0,4738.177734375,0,1638.6041259765625,0,863055.5843636985,0.0,-0.15495950620354135,0.8630555843636981,-0.14855731590632304,-0.1042330790972366,0.2481233573708225,0.0
2024-04-30,1384.8782958984375,0,4714.58447265625,-1,1622.1719970703125,0,863055.5843636985,0.0,-0.15495950620354135,0.8630555843636981,-0.14855731590632304,-0.1042330790972366,0.2481233573708225,0.0
2024-05-02,1378.931396484375,0,4698.49365234375,0,1573.9249267578125,0,863055.5843636985,0.0,-0.15495950620354135,0.8630555843636981,-0.14855731590632304,-0.1042330790972366,0.2481233573708225,0.0
2024-05-03,1380.735107421875,0,4683.63720703125,0,1545.006591796875,0,863055.5843636985,0.0,-0.15495950620354135,0.8630555843636981,-0.14855731590632304,-0.1042330790972366,0.2481233573708225,0.0
2024-05-06,1390.0938720703125,1,4996.564453125,1,1622.521728515625,0,863055.5843636985,0.0,-0.15495950620354135,0.8630555843636981,-0.14855731590632304,-0.1042330790972366,0.2481233573708225,1.0
2024-05-07,1404.765869140625,0,5107.3720703125,0,1642.1002197265625,1,872164.8605498038,0.010554680777393077,-0.14604037354754906,0.8721648605498034,-0.13270450802338934,-0.09169097703865953,0.24948006535937992,1.0
2024-05-08,1391.458740234375,-1,5161.22119140625,0,1646.5452880859375,0,863902.9782804562,-0.009472844691472027,-0.15412980046172062,0.8639029782804557,-0.1734604120748116,-0.11982053218978228,0.24350657075827184,0.0
2024-05-09,1403.401123046875,1,5004.955078125,0,1641.301025390625,0,863902.9782804562,0.0,-0.15412980046172062,0.8639029782804557,-0.152792017711865,-0.10217224763200121,0.2407017934342248,0.2049288216866929
2024-05-10,1389.1190185546875,-1,5001.697265625,0,1626.1676025390625,-1,862101.2951980027,-0.0020855155355982147,-0.15589387590395726,0.8621012951980023,-0.15402341768712843,-0.10310514112338419,0.24068635479711345,0.0
2024-05-13,1387.705322265625,0,5064.6279296875,0,1639.403076171875,1,862101.2951980027,0.0,-0.15589387590395726,0.8621012951980023,-0.13985887933440214,-0.09086172076525617,0.2396284616574011,0.0
2024-05-14,1388.9239501953125,0,5074.74658203125,0,1644.4976806640625,0,862101.2951980027,0.0,-0.15589387590395726,0.8621012951980023,-0.13985887933440214,-0.09086172076525617,0.2396284616574011,0.0
2024-05-15,1384.293212890625,0,4998.93359375,-1,1648.99267578125,0,862101.2951980027,0.0,-0.15589387590395726,0.8621012951980023,-0.13985887933440214,-0.09086172076525617,0.2396284616574011,0.0
2024-05-16,1416.8546142578125,1,5071.73583984375,1,1670.219482421875,0,862101.2951980027,0.0,-0.15589387590395726,0.8621012951980023,-0.12818207192698158,-0.0808371624936508,0.23897342316668976,0.5876409061094006
2024-05-17,1408.0318603515625,0,5021.4404296875,-1,1694.692626953125,0,858946.6596416798,-0.0036592400149432214,-0.1589826628101081,0.8589466596416794,-0.1322379785381018,-0.08540681130206834,0.23896502935870453,0.5861264434300731
2024-05-21,1398.13671875,-1,5111.5673828125,1,1696.3907470703125,0,855408.5845845228,-0.0041190858797134355,-0.16244688544832117,0.8554085845845223,-0.13679707717179002,-0.09042053732457003,0.23896753341670415,0.0
2024-05-22,1418.2681884765625,1,5199.7197265625,0,1697.6893310546875,0,855408.5845845228,0.0,-0.16244688544832117,0.8554085845845223,-0.13554425633243194,-0.08778319961141767,0.2389968051050632,0.5642919014516627
2024-05-23,1435.42626953125,0,5213.29296875,0,1707.178955078125,0,861248.247448097,0.006826752699016447,-0.15672911746298587,0.8612482474480965,-0.1184015050722997,-0.07476292440299477,0.239282909875486,0.5672462045924707
2024-05-24,1428.3094482421875,0,5173.36328125,0,1701.5849609375,0,858826.074662226,-0.0028123979271341693,-0.15910073074504558,0.8588260746622255,-0.12152125102863609,-0.07853385553024132,0.2392630669246524,0.5660256961599214
2024-05-27,1434.402587890625,0,5145.2783203125,0,1709.126708984375,0,860899.8427726657,0.00241465434227206,-0.15707024967312566,0.8608998427726651,-0.11878763623544067,-0.07680828381926362,0.23939098907639056,0.5670710698809287
2024-05-28,1430.2105712890625,0,5183.08642578125,0,1701.7847900390625,0,859473.1119165982,-0.001657255333526897,-0.1584671994976434,0.8594731119165976,-0.11766465288165753,-0.07601125367677287,0.23938412332860198,0.5663524050913952
2024-05-29,1414.5147705078125,-1,5162.60302734375,0,1686.0020751953125,-1,854131.1284719354,-0.006215416597210699,-0.16369767643298297,0.8541311284719348,-0.12446149396984119,-0.08244065052783445,0.23952383574273892,0.0
2024-05-30,1391.6048583984375,0,5131.75439453125,-1,1688.2496337890625,0,854131.1284719354,0.0,-0.16369767643298297,0.8541311284719348,-0.12446149396984119,-0.08244065052783445,0.23952383574273892,0.0
2024-05-31,1391.061279296875,0,5113.2451171875,0,1678.560302734375,0,854131.1284719354,0.0,-0.16369767643298297,0.8541311284719348,-0.12446149396984119,-0.08244065052783445,0.2395238357427389,0.0
2024-06-03,1390.072509765625,0,5101.3994140625,0,1716.1690673828125,1,854131.1284719354,0.0,-0.16369767643298297,0.8541311284719348,-0.12446149396984119,-0.08244065052783445,0.23952383574273892,0.0
2024-06-04,1377.9603271484375,0,5256.6787109375,1,1636.15673828125,-1,854131.1284719354,0.0,-0.16369767643298297,0.8541311284719348,-0.11216443937599566,-0.0721740094294349,0.23872748820272993,0.994398363135467
2024-06-05,1414.0,1,5416.15283203125,0,1716.218994140625,1,879898.1211603223,0.030167490481800785,-0.13846853404686704,0.8798981211603217,-0.07598931857074397,-0.050660492242522004,0.24733959301169064,0.9946826898512227
2024-06-06,1455.675537109375,0,5370.546875,0,1732.80078125,0,872532.4691537559,-0.008371028224100852,-0.14568043826431173,0.8725324691537554,-0.08480091119020586,-0.058082452048829857,0.24775598190550377,0.9946378027466718
2024-06-07,1516.3348388671875,0,5393.349609375,0,1751.780029296875,0,876221.3559563828,0.004227793157318915,-0.14206855186704184,0.8762213559563822,-0.08020721154302016,-0.05499014203915236,0.2479996961227513,0.9946603775658616
2024-06-10,1482.8658447265625,0,5417.88037109375,0,1743.7388916015625,0,880182.4026376043,0.004520600478743253,-0.13819018655188312,0.8801824026376036,-0.0682864616940969,-0.0456770805124045,0.2480178434690902,0.9946844072370505
2024-06-11,1478.910888671875,0,5446.85302734375,0,1718.116943359375,-1,884863.3565521546,0.0053181634857992766,-0.13360694107029988,0.884863356552154,-0.051477568237017,-0.033455196255699975,0.24756960681127776,0.9947125268835108
2024-06-12,1468.4796142578125,0,5369.4111328125,0,1713.87158203125,0,872349.9202986012,-0.014141659456112787,-0.14585917666482356,0.8723499202986005,-0.06619725341975027,-0.04444498644372123,0.24904073630016096,0.9946366806476759
2024-06-13,1477.131103515625,0,5310.33056640625,-1,1724.4599609375,1,862804.6396019356,-0.010942031946765352,-0.15520521284079353,0.862804639601935,-0.07757267729230423,-0.053606761043277315,0.2498405746208811,0.00012814803319618532
2024-06-14,1472.1380615234375,0,5324.34765625,0,1715.3199462890625,-1,862804.2658610655,-4.3316975018026227e-07,-0.15520557878034041,0.8628042658610648,-0.08565525953571262,-0.06015086616145351,0.2492155875689826,0.00012771491876833153
2024-06-18,1481.333251953125,0,5326.51953125,0,1717.517578125,0,862804.9541425735,7.977261300418093e-07,-0.15520490486575603,0.8628049541425729,-0.08315437284135614,-0.05719124724323788,0.24922149705446112,0.00012851254238061498
2024-06-19,1494.3353271484375,0,5291.771484375,0,1744.78759765625,1,862805.9273783093,1.1279904352790027e-06,-0.15520395194496894,0.8628059273783086,-0.08290728869997435,-0.05591821538943541,0.24922613170517147,0.016796564474503412
2024-06-20,1498.3397216796875,0,5309.34326171875,0,1764.3162841796875,0,862967.1801055113,0.00018689339292321527,-0.1550460651452198,0.8629671801055107,-0.09007996979927238,-0.06062535156630555,0.24869040241007911,0.016980284364468985
2024-06-21,1515.4449462890625,0,5261.8115234375,0,1773.7060546875,0,863045.8497842968,9.11618432299921e-05,-0.15496903758707392,0.8630458497842961,-0.09992518025135326,-0.06700542569986684,0.24778100907176506,0.01706989008505518
2024-06-24,1509.9573974609375,0,5229.68017578125,0,1770.609375,0,863019.9165822214,-3.004846391641003e-05,-0.1549944294694562,0.8630199165822207,-0.10413568655536123,-0.07112703774205695,0.24755303793632935,0.017040353657590768
2024-06-25,1524.5908203125,0,5283.2822265625,0,1779.94921875,0,863097.9897507785,9.046508320031954e-05,-0.15491798597021342,0.8630979897507778,-0.10665084923515505,-0.07281167540353586,0.24743995581705944,0.0171292691400333
2024-06-26,1523.3548583984375,0,5352.03759765625,1,1796.181396484375,0,863231.680812401,0.00015489673618751532,-0.15478708552442938,0.8632316808124002,-0.09321591041939536,-0.06177381770464837,0.24639336974440118,0.9902301066123723
2024-06-27,1555.6373291015625,0,5360.52685546875,0,1828.5458984375,0,864833.0365382053,0.00185507061591772,-0.15321915588259158,0.8648330365382045,-0.09119634698753863,-0.060453754135191023,0.24646795045069375,0.9902481968957632
2024-06-28,1549.111572265625,0,5405.1953125,0,1800.526611328125,0,871611.3108019957,0.007837668055469704,-0.1465823687106689,0.8716113108019948,-0.08496962106735323,-0.05646569127568757,0.24707885973746177,0.990324033906123
2024-07-01,1572.890869140625,0,5406.13330078125,0,1806.1204833984375,0,871806.390569964,0.00022381509458480053,-0.14639136096280161,0.8718063905699631,-0.08599462697510273,-0.057139302059180636,0.24704623231989808,0.9903261990487978
2024-07-02,1602.8004150390625,0,5332.2451171875,-1,1767.66259765625,-1,859896.601342732,-0.013661048319966618,-0.15805254982702974,0.8598966013427312,-0.09224802690396947,-0.06155772774966788,0.24800843412016838,0.017082085353397475
2024-07-03,1609.078857421875,0,5379.08544921875,1,1808.717529296875,1,860235.4409044319,0.0003940468669962893,-0.15772078307211354,0.860235440904431,-0.07822785535182773,-0.05058161661283058,0.24686009680340698,0.031079355842003924
2024-07-04,1632.067138671875,0,5356.52880859375,-1,1831.84228515625,0,860378.6571146683,0.0001664848986990819,-0.15758055630200687,0.8603786571146674,-0.08255390949223146,-0.053329221474726206,0.24663074358462647,0.017689860904562378
2024-07-05,1628.903076171875,0,5475.52978515625,1,1850.671630859375,0,860533.6093866288,0.00018009776355931706,-0.15742883844421793,0.8605336093866279,-0.09147085078436303,-0.05890683152667824,0.2458683114110519,0.12234222020755714
2024-07-08,1642.9432373046875,0,5497.00048828125,0,1851.1710205078125,0,860891.311305413,0.00041567454760915723,-0.1570786030578098,0.8608913113054122,-0.09182050538797285,-0.059129374621178704,0.2458573636987167,0.12270688862474856
2024-07-09,1638.493896484375,0,5596.01171875,0,1845.826904296875,0,862472.6331576825,0.0018368426205528365,-0.1555302891101304,0.8624726331576816,-0.0879108473381335,-0.05529338870513,0.24594519843960685,0.12431538345058905
2024-07-10,1629.694091796875,0,5681.59765625,0,1827.8466796875,-1,863729.0495080843,0.0014567608317053171,-0.15430009871174455,0.8637290495080835,-0.10342302731224975,-0.06445412986858348,0.24369190971308488,0.10814751346238974
2024-07-11,1634.093994140625,0,5687.27392578125,0,1842.4805908203125,1,863822.5795292901,0.00010828629795311961,-0.15420852100025473,0.8638225795292893,-0.0912009488906033,-0.05495261440931568,0.24286038062651655,0.108437271368111
2024-07-12,1692.479248046875,0,5712.69287109375,0,1830.8433837890625,-1,864243.2584096165,0.0004869968559466642,-0.15379662320919543,0.8642432584096158,-0.08700093618758621,-0.05094858610812895,0.2428551515255254,0.10867936897193767
2024-07-15,1687.8321533203125,0,5735.05224609375,0,1841.53173828125,1,864610.0370546591,0.00042439283323725263,-0.15343750056062436,0.8646100370546584,-0.08515722822342807,-0.04850355002414951,0.24288134194832897,0.10909998985505336
